BL10,16,17,20,22,25,27,30,32,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL10-,16,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,40,42,45,45,45,45,0,0,0,0,0,0,0,0,0,0
BL11,17,17,20,22,25,27,30,32,35,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL11-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,42,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0
BL12,17,17,20,22,25,27,30,32,35,37,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL12-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0
BL13,17,17,20,22,25,27,30,32,35,37,40,42,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL13-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0
BL14,17,17,20,22,25,27,30,32,35,37,40,42,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL14-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL15,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL15-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL16,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL16-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL17,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL17-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL18,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL18-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL19,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL19-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL20,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL20-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL21,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL21-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL22,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL22-,17,17,20,22,25,27,30,32,35,37,40,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL23,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL23-,17,17,20,22,25,27,30,32,35,37,42,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL24,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL24-,17,17,20,22,25,27,30,32,35,40,42,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL25,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL25-,17,17,20,22,25,27,30,32,37,40,42,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL26,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0
BL26-,17,17,20,22,25,27,30,35,37,40,42,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL27,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,32,30,0,0,0,0,0,0,0,0,0,0,0,0
BL27-,17,17,20,22,25,27,32,35,37,40,42,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL28,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,32,30,27,0,0,0,0,0,0,0,0,0,0,0
BL28-,17,17,20,22,25,30,32,35,37,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL29,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,32,30,27,25,0,0,0,0,0,0,0,0,0,0
BL29-,17,17,20,22,27,30,32,35,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL30,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,32,30,27,25,22,0,0,0,0,0,0,0,0,0
BL30-,17,17,20,25,27,30,32,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL31,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,32,30,27,25,22,20,0,0,0,0,0,0,0,0
BL31-,17,17,22,25,27,30,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL32,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,32,30,27,25,22,20,17,0,0,0,0,0,0,0
BL32-,17,20,22,25,27,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL01,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BL01-,17,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,42,40,37,35,32,30,27,25,22,20,17,17,20,22,25,27,30,0
BL33,17,20,22,25,27,30,32,35,37,40,42,45,45,45,45,45,45,45,45,45,45,45,42,40,37,35,32,30,27,25,22,20,17,0,0,0,0,0,0
