stop_id,stop_name,stop_name_en,stop_lat,stop_lon,stop_desc
way/321528547,วัดลาดกระบัง,Wat Lat Krabang,13.724841,100.752648,place_of_worship
way/321578536,วิทยาลัยเทคโนโลยีธนบุรีบริหารธุรกิจ,Thonburi Business Administration Technological College,13.653523,100.388701,college
way/321882295,Fifty Fifth,Fifty Fifth,13.726097,100.580315,mall
way/322189796,Int-Intersect,Int-Intersect,13.674480,100.545193,mall
way/322941261,แอมเบอร์บูทีคสีลม,Amber Boutique Silom,13.725955,100.524786,hotel
way/323032139,The Third Place,The Third Place,13.732515,100.582384,mall
way/323690971,โรงพยาบาลคามิลเลียน,โรงพยาบาลคามิลเลียน,13.739197,100.583474,hospital
way/324060263,One One,One One,13.733873,100.582262,hotel
way/324275303,Park Lane,Park Lane,13.723272,100.584249,mall
way/324275305,Wells International School,Wells International School,13.727115,100.577014,school
way/325030906,Beat Hotel,Beat Hotel,13.715130,100.593682,hotel
way/325613818,The Commons,The Commons,13.735045,100.582184,mall
way/325613916,Donki Mall,Donki Mall,13.730814,100.585625,mall
way/325745692,มัสยิดยามีอุลอิสลาม,Masjid Jamiulislam,13.761456,100.620264,place_of_worship
way/326240089,Bourbon Street,Bourbon Street,13.722507,100.584355,hotel
way/326483865,Bangkok Plastic Surgery Clinic,Bangkok Plastic Surgery Clinic,13.789152,100.562600,clinic
way/326606555,Chamchan School,Chamchan School,13.739084,100.587581,school
way/327812601,วัดปริวาสราชสงคราม,Wat Pariwat Ratchasongkram,13.673332,100.533015,place_of_worship
way/327812630,Hotel Royal,Hotel Royal,13.740563,100.509956,hotel
way/329428587,สถานทูตอิหร่าน,Embassy of Iran,13.737328,100.576392,diplomatic
way/329428592,Racquet @ 49,Racquet @ 49,13.736569,100.576180,mall
way/329745925,โรงพยาบาลจักษุ รัตนิน,Rutnin Eye Hospital,13.746494,100.563087,hospital
way/329745926,มหาวิทยาลัยศรีนครินทรวิโรฒ ประสานมิตร,Srinakharinwirot University Prasarnmit Campus,13.744661,100.564785,university
way/329745928,โรงเรียนวัฒนาวิทยาลัย,Wattana Wittaya Academy,13.744545,100.559632,school
way/329745962,Two Three A Homely Hotel,Two Three A Homely Hotel,13.737819,100.563635,guest_house
way/329745966,แกรนด์ เมอร์เคียว กรุงเทพ อโศก เรสซิเดนซ์,Grand Mercure Bangkok Asoke Residence,13.741614,100.560701,hotel
way/329745973,Mermaid Bangkok,Mermaid Bangkok,13.734524,100.565385,hotel
way/329917330,โรงพยาบาลปิยะเวท,Piyavate Hospital,13.753577,100.580001,hospital
way/329919858,Citadines,Citadines,13.739655,100.562893,hotel
way/329919859,เฟรเซอร์ สวีทส์ สุขุมวิท,Fraser Suites Sukhumvit,13.745599,100.556529,hotel
way/329919864,President Solitaire,President Solitaire,13.745344,100.557558,hotel
way/329919867,Well Hotel,Well Hotel,13.732942,100.563546,hotel
way/329919874,โนโวเทล กรุงเทพ สุขุมวิท 20,โนโวเทล กรุงเทพ สุขุมวิท 20,13.731550,100.564232,hotel
way/329919876,TAI-PAN Hotel,TAI-PAN Hotel,13.738529,100.562501,hotel
way/330242692,Citrus 13,Citrus 13,13.742806,100.557941,hotel
way/330242702,คริสตจักรวัฒนา,Wattana Church,13.742742,100.559846,place_of_worship
way/330242723,Radisson Suites,Radisson Suites,13.744027,100.557640,hotel
way/330243408,Night Hotel Bangkok Sukhumvit 15,Night Hotel Bangkok Sukhumvit 15,13.740504,100.558729,hotel
way/330243411,SQ Boutique Hotel & feelings,SQ Boutique Hotel & feelings,13.739745,100.560616,hotel
way/330243452,Citadines,Citadines,13.743943,100.556920,hotel
way/330244543,Asia Inn,Asia Inn,13.744324,100.551390,hotel
way/330244544,โรงแรมคลับมหินทรา แม็คบูทิก,Club Mahindra Mac Boutique,13.743602,100.555527,hotel
way/330244547,Royal Benja Hotel,Royal Benja Hotel,13.745024,100.554656,hotel
way/330244558,Grand5,Grand5,13.742099,100.554070,hotel
way/330244571,The Legacy Hotel Nana,The Legacy Hotel Nana,13.743056,100.551108,hotel
way/330244575,GM Suites,GM Suites,13.746810,100.553654,hotel
way/330244577,นานาสแควร์,Nana Square,13.742534,100.552647,mall
way/330244578,City Mansion,City Mansion,13.744921,100.553658,hotel
way/330244579,ซิทรัสสุขุมวิท 11,Citrus Sukhumvit 11,13.745591,100.555592,hotel
way/330244587,Hiso Nana Hotel,Hiso Nana Hotel,13.747555,100.554236,hotel
way/330253699,โรงแรม 12 อเวนิว กรุงเทพ,12th Avenue Hotel Bangkok,13.734580,100.557732,hotel
way/330253708,โรงแรมแกเลอเรีย12,Galleria 12,13.735158,100.558245,hotel
way/330253714,ซิทาดีนส์ สุขุมวิท 8,Citadines Sukhumvit 8,13.735704,100.556133,hotel
way/330253723,โรงแรมไดนาสตี้ แกรนด์,Dynasty Grade Hotel,13.738836,100.553914,hotel
way/330253726,โรงแรมโฮปแลนด์,Hope Land,13.726819,100.568403,hotel
way/330253736,I check inn Ploenchit,I check inn Ploenchit,13.737573,100.552086,hotel
way/330253756,Mercure Park Avenue Hotel,Mercure Park Avenue Hotel,13.729705,100.564694,hotel
way/330253789,โรงแรมแกเลอเรีย เท็น,Galleria 10 Sukhumvit,13.736886,100.557266,hotel
way/330253790,โรงแรมเดอะดาร์วิน,The Dawin Hotel,13.738423,100.553260,hotel
way/331281045,Bangkok Cha-Da,Bangkok Cha-Da,13.774062,100.573861,hotel
way/331281111,The Lord Palace Hotel & Spa,The Lord Palace Hotel & Spa,13.773748,100.572425,hotel
way/331795136,วัดกุนนทีรุทธาราม,Wat Kunnathi Ruttharam,13.780872,100.570070,place_of_worship
way/331795174,Hip Hotel,Hip Hotel,13.776387,100.571217,hotel
way/331795178,Ibis Styles Hotel,Ibis Styles Hotel,13.777341,100.574206,hotel
way/331795184,Prima House,Prima House,13.779040,100.579260,guest_house
way/331795186,Watana Mansion,Watana Mansion,13.786474,100.572682,hotel
way/331795219,The Emerald,The Emerald,13.775396,100.572239,hotel
way/331962370,รพ.บ้านแพ้ว พร้อมมิตร,Banphaeo Hospital,13.733210,100.573665,hospital
way/331962399,Bless Hotel & Residence,Bless Hotel & Residence,13.733674,100.568074,hotel
way/331962412,โรงพยาบาลสวนเบญจกิติเฉลิมพระเกียรติ 84 พรรษา,Benchakitti Park Hospital,13.724535,100.553947,hospital
way/331962446,ABC Pathways International Kindergarten,ABC Pathways International Kindergarten,13.744023,100.571293,kindergarten
way/331963030,Radisson Blu Plaza,Radisson Blu Plaza,13.735166,100.563926,hotel
way/331966744,โรงพยาบาล เพชรเวช,โรงพยาบาล เพชรเวช,13.743361,100.593590,hospital
way/331967736,วีฟร์ หลังสวน,Vivre Langsuan,13.741596,100.543163,mall
way/331967740,โรงพยาบาลผิวหนังอโศก,Asoke Skin Hospital,13.750822,100.564313,hospital
way/331967757,Sivatel Bangkok,Sivatel Bangkok,13.744761,100.548050,hotel
way/331967760,Centre Point Hotel Chidlom,Centre Point Hotel Chidlom,13.738968,100.543303,hotel
way/331967765,Cape House Serviced Apartments,Cape House Serviced Apartments,13.741057,100.543605,hotel
way/331967769,Asoke Residence Sukhumvit by UHG,Asoke Residence Sukhumvit by UHG,13.746610,100.561582,hotel
way/331967770,โรงแรมแกรนด์ เซนเตอร์พอยต์ เพลินจิต,Grande Centre Point Ploenchit,13.742359,100.546818,hotel
way/331967776,The Dutchess,The Dutchess,13.738631,100.543293,hotel
way/331967783,Bliston Suwan Park View,Bliston Suwan Park View,13.741977,100.545568,hotel
way/332038781,Viva Garden Residence,Viva Garden Residence,13.698073,100.603772,hotel
way/332038782,วัดธรรมมงคล,Wat Dhammongkol,13.688086,100.615442,place_of_worship
way/332038790,Ramada by Wyndham Bangkok Sukhumvit 87,Ramada by Wyndham Bangkok Sukhumvit 87,13.701777,100.603704,hotel
way/332126222,Renaissance Bangkok Ratchaprasong Hotel,Renaissance Bangkok Ratchaprasong Hotel,13.742798,100.541989,hotel
way/332134783,โรงแรม​ โฮเทล​ มิวส์,Hotel Muse,13.740225,100.543469,hotel
way/332191996,โรงแรมฟูราม่า เอ็กซ์คลูซีฟ อโศก,Furama Xclusive,13.740043,100.561545,hotel
way/332191998,Midtown Asoke,Midtown Asoke,13.743839,100.561982,mall
way/332206401,four twenty dispensary 420,four twenty dispensary 420,13.740685,100.562477,hostel
way/332224226,Hilton Garden Inn Bangkok Silom,Hilton Garden Inn Bangkok Silom,13.723154,100.518502,hotel
way/332356946,โรงเรียนสารสาสน์วิเทศสายไหม,Sarasas Witaed Saimai School,13.917555,100.680915,school
way/332620623,สถานทูต ฟิลิปปินส์,Embassy of Philippines,13.726923,100.573866,diplomatic
way/332648156,Rain Hill Plaza,Rain Hill Plaza,13.727725,100.574086,mall
way/332655867,สถานเอกอัครราชทูตสหรัฐอเมริกา,The Embassy of the United States of America,13.737539,100.545523,diplomatic
way/332655879,ทำเนียบเอกอัครราชทูตสหรัฐอเมริกา,The Residence of The American Ambassador,13.740765,100.545673,diplomatic
way/332655881,Urbis,Urbis,13.737700,100.549084,mall
way/332655882,ชาโตว์ เดอ บางกอก,Chateau de Bangkok,13.739267,100.549559,hotel
way/332655889,The Aetas Bangkok,The Aetas Bangkok,13.738509,100.549423,hotel
way/332658486,วัดพระมหาไถ่,Church of Most Holy Redeemer,13.734702,100.549185,place_of_worship
way/332658487,สถานเอกอัครราชทูตญี่ปุ่น,Embassy of Japan,13.729481,100.545811,diplomatic
way/332658488,สถานเอกอัครราชทูตเวียดนาม,Embassy of Vietnam,13.740805,100.547495,diplomatic
way/332658489,Four Points by Sheraton Bangkok Ploenchit Sukhumvit,Four Points by Sheraton Bangkok Ploenchit Sukhumvit,13.742450,100.549556,hotel
way/332658506,โรงแรมลักซ์ หลังสวน,Luxx Langsuan,13.735650,100.541789,hotel
way/332660379,Amanta Hotel,Amanta Hotel,13.722396,100.546686,hotel
way/332660401,Grand Sukhumvit,Grand Sukhumvit,13.738915,100.554612,hotel
way/332660411,เออร์บานา สาทร,Urbana Sathorn,13.722983,100.535992,hotel
way/332851140,ทำเนียบเอกอัครราชทูตเบลเยียม,Residence of the Ambassador of Belgium,13.723949,100.531593,diplomatic
way/332851143,Holiday inn express Bangkok sathron,Holiday inn express Bangkok sathron,13.724024,100.530685,hotel
way/332853805,โรงเรียนวัดสุทธิวราราม,Wat Suthi Wararam School,13.712785,100.511852,school
way/332853806,วัดสุทธิวราราม,Wat Sutthi Wararam,13.712605,100.512884,place_of_worship
way/332853807,วัดยานนาวา,Wat Yannawa,13.717222,100.513018,place_of_worship
way/332853810,มัสยิดกรุงเทพฯ,Bangkok Mosque,13.727220,100.519542,place_of_worship
way/332853829,สำนักงานอัยการสูงสุด อาคารกรุงเทพใต้,Office of the Attorney General Southern Bangkok Building,13.716791,100.515389,government
way/332855038,วัดวรจรรยาวาส,Wat Worachanyawat,13.709014,100.507506,place_of_worship
way/332855045,โรงแรมแม่น้ำ รามาดาพลาซา,Ramada Plaza Bangkok Menam Riverside,13.707745,100.505749,hotel
way/333134169,Story@Bangkok,Story@Bangkok,13.726524,100.569988,guest_house
way/333134177,การท่าเรือแห่งประเทศไทย,Port Authority of Thailand,13.713326,100.563896,government
way/333134185,Karaarom Hotel,Karaarom Hotel,13.722673,100.575497,hotel
way/333176421,โรงพยาบาลพญาไท 1,Phyathai 1 Hospital,13.756207,100.539328,hospital
way/333176422,Eastin hotel,Eastin hotel,13.753276,100.546749,hotel
way/333176424,Sukosol Hotel,Sukosol Hotel,13.757970,100.535877,hotel
way/333176451,Akara Bangkok,Akara Bangkok,13.755937,100.541261,hotel
way/333177939,วัดดิสหงษาราม,Wat Dit Hongsaram,13.748912,100.550803,place_of_worship
way/333177946,โรงแรมหัวช้าง เฮอริเทจ,Hua Chang Heritage Hotel,13.748851,100.530806,hotel
way/333177947,My Hotel Pratunam,My Hotel Pratunam,13.755101,100.538286,hotel
way/333177956,ฮอลิเดย์อินน์ เอ็กซ์เพรส บางกอก สยาม,Holiday Inn Express Bangkok Siam,13.747278,100.527758,hotel
way/333177964,สำนักงานป้องกันและปราบปรามการฟอกเงิน,Anti-Money Laundering Office,13.748253,100.530555,government
way/333177966,Defence Energy Department,Defence Energy Department,13.752140,100.533761,government
way/333177968,Patumwan House,Patumwan House,13.749097,100.529332,hotel
way/333177969,Samran Place Hotel,Samran Place,13.753857,100.528857,hotel
way/333177983,Bangkok City Hotel,Bangkok City Hotel,13.753954,100.528653,hotel
way/333223513,วัดเทวีวรญาติ,Wat Thewi Worayat,13.749453,100.509550,place_of_worship
way/333223514,โรงเรียนวัดโสมนัส,Wat Sommanat School,13.761336,100.511052,school
way/333223515,โรงเรียนเทพศิรินทร์,Debsirin School,13.746356,100.515836,school
way/333223516,วัดดิสานุการาม,Wat Disanukaram,13.749166,100.508273,place_of_worship
way/333223518,วัดปรินายกวรวิหาร,Wat Parinayok Worawihan,13.758273,100.505603,place_of_worship
way/333223519,วัดโสมนัสราชวรวิหาร,Wat Sommanat Ratchaworawihan,13.760132,100.510562,place_of_worship
way/333223521,วัดเทพศิรินทราวาสราชวรวิหาร,Wat Thep Sirinthrawat Ratchaworawihan,13.747001,100.513619,place_of_worship
way/333223544,Chern hostel,Chern hostel,13.751316,100.503205,hostel
way/333223561,W22 by Burasari,W22 by Burasari,13.741692,100.512851,hotel
way/333223607,กระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,Ministry of Social Development and Human Security,13.755484,100.516023,government
way/333223617,วัดสิตาราม,Wat Sitaram,13.755500,100.510353,place_of_worship
way/333227698,วัดยางสุทธาราม,Wat Yang Suttharam,13.753842,100.472887,place_of_worship
way/333227699,วัดชิโนรสารามวรวิหาร,Wat Chinorasaram Worawihan,13.746749,100.478954,place_of_worship
way/333227704,วัดระฆังโฆสิตารามวรมหาวิหาร,Wat Rakhang Kositaram Woramahawihan,13.752505,100.485169,place_of_worship
way/333227705,วัดสุวรรณารามราชวรวิหาร,Wat Suwannaram Ratchaworawihan,13.763601,100.476743,place_of_worship
way/333233933,วัดประสาทบุญญาวาส,Wat Prasat Bunyawat,13.783422,100.507463,place_of_worship
way/333233934,วัดดาวดึงษาราม,Wat Daowaduengsaram,13.768104,100.491443,place_of_worship
way/333233935,วัดพระยาศิริไอยสวรรค์,Wat Phraya Siri-aisawan,13.768705,100.492791,place_of_worship
way/333233961,หอจดหมายเหตุแห่งชาติ,National Archives,13.772999,100.504447,government
way/333233965,Praya Palazzo,Praya Palazzo,13.766100,100.493583,hotel
way/333303945,โรงเรียนนานาชาติเอกมัย,Ekamai International School,13.731059,100.592346,school
way/334038120,Ekkamai Shopping Mall,Ekkamai Shopping Mall,13.729365,100.586578,mall
way/334209903,สถานเอกอัครราชทูตอินเดีย,Embassy of India,13.742157,100.563825,diplomatic
way/334736777,มหาวิทยาลัยราชภัฏพระนคร,Phranakhon Rajabhat University,13.875631,100.590893,university
way/335064293,โรงเรียนนานาชาติเซนต์แอนดรูวส์,St. Andrews International School,13.723650,100.597908,school
way/335977388,Windsor Suites Hotel,Windsor Suites Hotel,13.733407,100.563032,hotel
way/336050037,Bangprakok 9 International Hospital,Bangprakok 9 International Hospital,13.681967,100.474622,hospital
way/336050038,Phyathai 3 Hospital,Phyathai 3 Hospital,13.723177,100.463761,hospital
way/336784958,สวนสาธารณะเพชรกาญจนารมย์,สวนสาธารณะเพชรกาญจนารมย์,13.712694,100.405985,park
way/336946119,Bobsons Suites,Bobsons Suites,13.737899,100.566881,hotel
way/337435396,The Prestige,The Prestige,13.743690,100.553441,hotel
way/337435887,โรงแรมซาร่าโฮเทล,Sara's Hotel,13.744727,100.553145,hotel
way/337435888,Zenith Sukhumvit Hotel,Zenith Sukhumvit Hotel,13.745035,100.553145,hotel
way/337817493,โรงเรียนวัดสุทธาราม,โรงเรียนวัดสุทธาราม,13.713086,100.493307,school
way/337817494,วัดสุทธาราม,Wat Suttharam,13.712631,100.493760,place_of_worship
way/337817897,วัดราชวรินทร์,Wat Ratchawarin,13.709017,100.491799,place_of_worship
way/337821776,รร.เกื้อวิทยา,รร.เกื้อวิทยา,13.709791,100.495108,school
way/337996235,วัดสันติธรรมาราม,Wat Santi Thammaram,13.707403,100.488655,place_of_worship
way/338000401,โรงพยาบาลสมเด็จพระปิ่นเกล้า,Somdech Phra Pinklao Hospital,13.710189,100.484859,hospital
way/338024026,สมาคมตระกูลลิ้ม,สมาคมตระกูลลิ้ม,13.710706,100.496257,community_centre
way/338026394,สํานักงานที่ดินกรุงเทพมหานคร สาขาธนบุรี,สํานักงานที่ดินกรุงเทพมหานคร สาขาธนบุรี,13.714821,100.503273,government
way/338301166,Grand Tower Inn,Grand Tower Inn,13.720850,100.507278,hotel
way/338396710,Paradiso Boutique Suites,Paradiso Boutique Suites,13.738531,100.557534,hotel
way/338398185,Cozy at Ten,Cozy at Ten,13.738365,100.557454,guest_house
way/338834271,โรงพยาบาลลาดพร้าว,Ladprao Hospital,13.778231,100.624219,hospital
way/338834358,โรงพยาบาลเวชธานี,Vejthani Hospital,13.771951,100.636601,hospital
way/338902258,เลิศหล้า เกษตรนวมินทร์,Lertlah School Kaset-Nawamin,13.816941,100.638074,school
way/338953849,วัดพระราม 9 กาญจนาภิเษก,Wat Phra Ram 9 Kanchanaphisek,13.760197,100.594553,place_of_worship
way/339387954,รร.อนุบาลสุวาวรรณ,รร.อนุบาลสุวาวรรณ,13.710006,100.495585,school
way/339619064,Seasons,Seasons,13.744891,100.556328,hotel
way/339702592,Bangkok Area Revenue Office,Bangkok Area Revenue Office,13.742487,100.556191,government
way/339880426,สถานทูตเอกอัครราชทูตเดนมาร์ก,Embassy of Denmark,13.723341,100.543870,diplomatic
way/339945186,De Arni,De Arni,13.729737,100.530290,hotel
way/340089345,The Resort Hotel,The Resort Hotel,13.778088,100.753316,hotel
way/340398857,โรงเรียนบางแค (เนื่องสังวาลย์อนุสรณ์),Bang Khae School,13.707384,100.400724,school
way/340477772,The Manor,The Manor,13.734741,100.571913,mall
way/340659397,S15 Hotel,S15 Hotel,13.738947,100.558333,hotel
way/340659399,Mövenpick Hotel Sukhumvit 15 Bangkok,Mövenpick Hotel Sukhumvit 15 Bangkok,13.742524,100.558314,hotel
way/340660796,พาราด็อกซ์ กรุงเทพฯ สุขุมวิท,พาราด็อกซ์ กรุงเทพฯ สุขุมวิท,13.739438,100.558426,hotel
way/340661952,The Manhattan,The Manhattan,13.739701,100.558154,hotel
way/340713844,Phoenix Hotel,Phoenix Hotel,13.723268,100.753684,hotel
way/340717729,B S Residence Apartments,B S Residence Apartments,13.720369,100.739307,hotel
way/340717730,B S Residence Hotel,B S Residence Hotel,13.720416,100.739401,hotel
way/340721980,ทำเนียบเอกอัครราชทูตญี่ปุ่น,Residence of Ambassador of Japan,13.746871,100.554579,diplomatic
way/340733943,โรงเรียนสวัสดีวิทยา,Sawasdee Witthaya School,13.739847,100.566364,school
way/341383514,Grand Hyatt Erawan,Grand Hyatt Erawan,13.743529,100.540647,hotel
way/341387680,สมาคมนามธารีสังคัตแห่งประเทศไทย,Namdhari Sangat Association of Thailand,13.737668,100.561024,place_of_worship
way/341549958,โรงแรมโซโล สุขุมวิท 2,Solo Hotel Sukhumvit 2,13.737774,100.552080,hotel
way/341552666,ไอบิส กรุงเทพ สุขุมวิท 4,Ibis Bangkok Sukhumvit 4,13.738019,100.553474,hotel
way/341563860,สถาบันเทคโนโลยีปทุมวัน,Pathumwan Institute of Technology,13.747764,100.525964,university
way/341577338,พิพิธภัณฑ์บ้านจิม ทอมป์สัน,Jim Thompson House,13.749215,100.528175,garden
way/341626893,Paradise Lane,Paradise Lane,13.735325,100.556067,hotel
way/341638391,Majestic Suites,Majestic Suites,13.741794,100.553195,hotel
way/341638392,Nana City Inn,Nana City Inn,13.739724,100.553131,hotel
way/341638395,โรงเรียนนานาชาติบีเอสบีบริติชไพรแมรี่,BSB British International Primary School,13.736375,100.552632,school
way/341638396,โรงแรมวรบุรีสุขุมวิท,Woraburi Sukhumvit Hotel,13.735659,100.552787,hotel
way/341749638,Amorini Ramintra,Amorini Ramintra,13.813835,100.687600,mall
way/341749639,โรงพยาบาลนพรัตนราชธานี,Nopparat Rajathanee Hospital,13.817204,100.688051,hospital
way/342009118,คราวน์ บีทีเอส นานา โฮเทล,Crown BTS Nana Hotel,13.739434,100.555464,hotel
way/342046147,เดอะ พรอมานาด,The Pronemade,13.737995,100.555765,hotel
way/342056529,Eight Ville,Eight Ville,13.734877,100.555773,hotel
way/342058054,สวัสดี สุขุมวิทซอย 8,Sawasdee Sukhumvit Soi 8,13.736021,100.555762,hotel
way/342182317,ริเวอร์ซิตี,River City,13.730279,100.513333,mall
way/342182318,รอยัลออคิด เชอราตัน,Royal Orchid Sheraton,13.729196,100.513651,hotel
way/342186877,สถานทูตโปรตุเกส,Embassy of Portugal,13.727990,100.513678,diplomatic
way/342200086,แชงกรี-ลา กรุงเทพฯ,แชงกรี-ลา กรุงเทพฯ,13.720790,100.513568,hotel
way/342271324,บางกอก แฟชั่น เอ้าท์เล็ต,Bangkok Fashion Outlet,13.722130,100.520265,mall
way/342337807,วัดราชประดิษฐสถิตมหาสีมารามราชวรวิหาร,Wat Ratchapradit Sathit Maha Simaram Ratchaworawihan,13.749658,100.495571,place_of_worship
way/342343925,วัดเอี่ยมวรนุช,Wat Iam Woranut,13.766256,100.501149,place_of_worship
way/342343926,วัดอินทรวิหาร,Wat Intharawihan,13.766986,100.503047,place_of_worship
way/342343927,วัดนรนาถสุนทริการาม,Wat Noranat Suntharikaram,13.769203,100.502864,place_of_worship
way/342346817,โรงเรียนทวีธาภิเศก,Taweethapisek School,13.745058,100.482602,school
way/342346818,วัดใหม่พิเรนทร์,Wat Mai Phiren,13.741482,100.482513,place_of_worship
way/342346819,วัดนาคกลางวรวิหาร,Wat Nak Klang Worawihan,13.745441,100.483862,place_of_worship
way/342346820,วัดเครือวัลย์วรวิหาร,Wat Khruea Wan Worawihan,13.746279,100.485694,place_of_worship
way/342352012,วัดเทพธิดารามวรวิหาร,Wat Thep Thidaram Worawihan,13.753492,100.503917,place_of_worship
way/342355805,วัดกัลยาณมิตรวรมหาวิหาร,Wat Kanlayanamit Woramahawihan,13.740328,100.491271,place_of_worship
way/342368970,วัดอนงคารามวรวิหาร,Wat Anongkharam Worawihan,13.734405,100.498001,place_of_worship
way/342368971,วัดบุปผารามวรวิหาร,Wat Buppharam Worawihan,13.735260,100.492276,place_of_worship
way/342384923,วัดทองเพลง,Wat Thong Phleng,13.724035,100.500475,place_of_worship
way/342451145,วัดสังข์กระจายวรวิหาร,Wat Sang Krachai Worawihan,13.733134,100.484821,place_of_worship
way/342451146,วัดราชสิทธารามราชวรวิหาร,Wat Ratchasittharam Ratchaworawihan,13.736681,100.483659,place_of_worship
way/342451147,วัดเจ้ามูล,Wat Chao Mun,13.736345,100.472348,place_of_worship
way/342451148,วัดบางแวก,Wat Bang Waek,13.738083,100.460532,place_of_worship
way/342451149,วัดวิจิตรการนิมิตร,Wat Wichit Kan Nimit,13.740275,100.460686,place_of_worship
way/342451150,วัดท่าพระ,Wat Tha Phra,13.733246,100.473560,place_of_worship
way/342451151,วัดนก,Wat Nok,13.738939,100.458899,place_of_worship
way/342454534,วัดสังเวชวิศยาราม,Wat Sangwet Witsayaram,13.764372,100.497429,place_of_worship
way/342454536,โรงเรียนวัดสังเวช,Watsungwej School,13.764018,100.497032,school
way/342455404,วัดเทวราชกุญชรวรวิหาร,Wat Thewarat Kunchon Worawihan,13.772395,100.501813,place_of_worship
way/342457112,วัดคอนเซ็ปชัญ,Church of the Immaculate Conception,13.776921,100.503764,place_of_worship
way/342461737,สถานบำบัดโรคผิวหนัง สถาบันราชประชาสมาสัย,สถานบำบัดโรคผิวหนัง สถาบันราชประชาสมาสัย,13.764070,100.505432,clinic
way/342462697,วัดเทพนารี,Wat Thep Nari,13.784653,100.501203,place_of_worship
way/342505962,วัดน้อยนพคุณ,Wat Noi Nopphakhun,13.783839,100.521169,place_of_worship
way/342513647,วัดไผ่เงินโชตนาราม,Wat Phai Ngoen Chotanaram,13.700891,100.523824,place_of_worship
way/342517132,วัดไทร,Wat Sai,13.689260,100.517493,place_of_worship
way/342517137,วัดเรืองยศสุทธาราม,Wat Rueang Yot Suttharam,13.691413,100.513168,place_of_worship
way/342518948,วัดราชสิงขร,Wat Rat Singkhon,13.705763,100.504346,place_of_worship
way/342554731,โรงแรมเพนนินซูลา,The Peninsula,13.723460,100.510058,hotel
way/342556929,Millennium Hilton Bangkok,Millennium Hilton Bangkok,13.728694,100.511012,hotel
way/342563913,โรงแรมชาเทรียมริเวอร์ไซด์,Chatrium Hotel Riverside,13.710877,100.509981,hotel
way/342563914,โรงเรียนนานาชาติโชรส์เบอรี กรุงเทพ,Shrewsbury International School Bangkok,13.709531,100.509121,school
way/342575448,Riverside Hotel,Riverside Hotel,13.780118,100.499654,hotel
way/342577787,โรงแรมรอยัลริเวอร์,The Royal River Hotel,13.783474,100.500932,hotel
way/342579213,Ibis Bangkok Riverside,Ibis Bangkok Riverside,13.717780,100.509326,hotel
way/342582505,วัดอาวุธวิกสิตาราม,Wat Awut Wikasitaram,13.790154,100.505852,place_of_worship
way/342599700,วัดอุภัยราชบำรุง,Wat Uphai Rat Bamrung,13.735039,100.513440,place_of_worship
way/342829471,โรงเรียนเซนต์โยเซฟคอนเวนต์,Saint Joseph Convent School,13.726387,100.535083,school
way/342832108,สถานทูตเยอรมนี,Embassy of Germany,13.723794,100.542221,diplomatic
way/343007088,สถานทูตมาเลเซีย,Embassy of Malaysia,13.721974,100.539362,diplomatic
way/343085473,Chaydon Sathorn,Chaydon Sathorn,13.723800,100.538212,hotel
way/343462798,โรงแรมอัมรา,Amara Bangkok,13.729007,100.527399,hotel
way/346464914,อาคารส่วนวิทยบริการ,อาคารส่วนวิทยบริการ,13.766690,100.533799,university
way/346998369,Chillax Resort,Chillax Resort,13.762432,100.500284,hotel
way/347269595,วัดใหม่อมตรส,Wat Mai Amatarot,13.764592,100.501495,place_of_worship
way/347551555,หอสมุดแห่งชาติ,National Library,13.772545,100.504702,library
way/347551556,มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,Rajamangala University of Technology Phra Nakhon Thewet Campus,13.770779,100.503960,university
way/347555771,วัดนักบุญฟรังซีสเซเวียร์,Saint Francis Xavier Church,13.777834,100.505049,place_of_worship
way/347555772,โรงเรียนเซนต์ฟรังซีสเซเวียร์,Saint Francis Xavier Convent School,13.777062,100.505729,school
way/347571185,มหาวิทยาลัยราชภัฏสวนสุนันทา,Suan Sunandha Rajabhat University,13.774977,100.508408,university
way/347919475,โรงพยาบาลเซนต์หลุยส์,Saint Louis Hospital,13.719062,100.524719,hospital
way/347919512,โรงแรมสีลม ซิตี้,Silom City Hotel,13.725781,100.522457,hotel
way/347919514,มัสยิดมีราซุดดีน,Masjid Mirasuddeen Mosque,13.725278,100.522801,place_of_worship
way/347924965,Anantara Bangkok Sathorn,Anantara Bangkok Sathorn,13.716067,100.530957,hotel
way/347928249,Silom Thai Cooking school,Silom Thai Cooking school,13.722644,100.524394,school
way/347980907,ธนาคารแห่งประเทศไทย,Bank of Thailand (Head Office),13.768778,100.501254,government
way/347980908,วังเทเวศร์,Thewet Palace,13.770932,100.500126,garden
way/348393135,สำนักงานคณะกรรมการข้าราชการพลเรือน,Office of the Civil Service Commission,13.764357,100.512802,government
way/348393136,สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,Office of the National Anti-Corruption Commission,13.764696,100.512270,government
way/348393137,สำนักงานคณะกรรมการพัฒนาระบบราชการ,Office of the Public Sector Development Commission,13.764677,100.512551,government
way/348393896,วัดสุนทรธรรมทาน,Wat Sunthon Thammathan,13.757488,100.511023,place_of_worship
